年,月,縣市,合計售電量,縣市用電佔比,住宅部門,服務業部門,農林漁牧,工業部門
2020,4,苗栗縣,525384384,0.032,66833745,50861785,2505120,405183734
2020,4,彰化縣,841366893,0.0513,174170601,156616595,37644125,472935572
2020,4,南投縣,219185268,0.0134,72297977,48933583,8069734,89883974
2020,4,雲林縣,427774846,0.0261,100105069,62040869,31338761,234290147
2020,4,嘉義縣,219427568,0.0134,62762008,38790151,20975885,96899524
2020,4,屏東縣,359509070,0.0219,110466404,84411363,63181636,101449667
2020,4,台東縣,71256267,0.0043,31519478,26846379,2409152,10481258
2020,4,花蓮縣,187690541,0.0114,50053368,52403482,2047005,83186686
2020,4,基隆市,108403171,0.0066,54300674,36446769,11975,17643753
2020,4,新竹市,800699158,0.0488,63750482,85182313,809965,650956398
2020,4,嘉義市,82217950,0.005,36609685,37495113,562275,7550877
2020,4,澎湖縣,29256140,0.0018,12104112,12693373,361612,4097043
2020,4,金門縣,19327425,0.0012,8490273,8133805,295021,2408326
2020,4,連江縣,5349662,0.0003,2001499,2710436,5373,632354
2020,3,新北市,1537597643,0.0894,621147414,431583503,2176410,482690316
2020,3,台北市,1122595681,0.0653,395854023,675198143,1162382,50381133
2020,3,桃園市,2202557770,0.1281,339041050,304211184,3445987,1555859549
2020,3,台中市,2582461852,0.1502,444668557,393668244,12885299,1731239752
2020,3,台南市,2245531615,0.1306,285045829,218536059,28645212,1713304515
2020,3,高雄市,2418661277,0.1407,445057009,402499029,20038490,1551066749
2020,3,宜蘭縣,266666250,0.0155,67479437,59765693,4630546,134790574
2020,3,新竹縣,765408441,0.0445,87947517,64021104,1606759,611833061
2020,3,苗栗縣,566457852,0.0329,81200720,52198129,2274736,430784267
2020,3,彰化縣,892314247,0.0519,185376969,152449321,33484306,521003651
2020,3,南投縣,216842993,0.0126,65209763,46318404,7455427,97859399
2020,3,雲林縣,447808254,0.026,105521174,63383693,28330846,250572541
2020,3,嘉義縣,218497232,0.0127,73509641,39491622,19198858,86297111
2020,3,屏東縣,370609848,0.0216,127169279,82925330,57356179,103159060
2020,3,台東縣,69551322,0.004,29841411,26771793,2351208,10586910
2020,3,花蓮縣,187875773,0.0109,48089897,53821682,1939091,84025103
2020,3,基隆市,104443652,0.0061,50322532,36398676,9532,17712912
2020,3,新竹市,831006346,0.0483,77154192,87776401,754179,665321574
2020,3,嘉義市,84725603,0.0049,38978109,38099053,461278,7187163
2020,3,澎湖縣,33499021,0.0019,14280888,14722129,315956,4180048
2020,3,金門縣,22808028,0.0013,10889095,9330141,207650,2381142
2020,3,連江縣,5768070,0.0003,2511689,2620534,4480,631367
2020,2,新北市,1469296909,0.0908,611372532,409072040,2259159,446593178
2020,2,台北市,1050434812,0.0649,374776025,632389689,1075740,42193358
2020,2,桃園市,2135565359,0.132,394940316,303582309,3900798,1433141936
2020,2,台中市,2422762549,0.1497,435360297,379215804,12365046,1595821402
2020,2,台南市,2091983939,0.1293,284767095,212610823,32206258,1562399763
2020,2,高雄市,2185989747,0.1351,346623517,380875127,21134174,1437356929
2020,2,宜蘭縣,258829484,0.016,70978737,57303029,5136040,125411678
2020,2,新竹縣,733405666,0.0453,95243605,68245094,1527941,568389026
2020,2,苗栗縣,505754580,0.0313,69582093,50642430,2265538,383264519
2020,2,彰化縣,849276020,0.0525,177387746,153346951,35222697,483318626
2020,2,南投縣,227304176,0.014,77726104,50064894,8312027,91201151
2020,2,雲林縣,417728407,0.0258,96063701,59145640,30956515,231562551
2020,2,嘉義縣,200429596,0.0124,63678301,36464485,21065480,79221330
2020,2,屏東縣,354158038,0.0219,112437893,80424133,67061637,94234375
2020,2,台東縣,72337718,0.0045,32874929,27249398,2546961,9666430
2020,2,花蓮縣,188897544,0.0117,52656404,51623929,2091494,82525717
2020,2,基隆市,111851276,0.0069,58435733,36284803,12964,17117776
2020,2,新竹市,766760168,0.0474,67459474,82031831,763009,616505854
2020,2,嘉義市,82274837,0.0051,38825638,35847898,617797,6983504
2020,2,澎湖縣,29838700,0.0018,12504657,13012328,373392,3948323
2020,2,金門縣,19752875,0.0012,9084300,8062786,248487,2357302
2020,2,連江縣,5443052,0.0003,2035728,2773057,5602,628665
2020,1,新北市,1411728602,0.0898,541209695,427169496,2212824,441136587
2020,1,台北市,1064385176,0.0677,350787555,663459897,1158389,48979335
2020,1,桃園市,1972791525,0.1255,287884683,298807936,3539430,1382559476
2020,1,台中市,2357417131,0.15,393278505,384559871,11993072,1567585683
2020,1,台南市,2046527737,0.1302,252814679,208790350,29008059,1555914649
2020,1,高雄市,2221899351,0.1414,408751160,387861524,18836288,1406450379
2020,1,宜蘭縣,239657610,0.0152,59503442,60027690,4122739,116003739
2020,1,新竹縣,718123583,0.0457,74747845,63520700,1552330,578302708
2020,1,苗栗縣,501860642,0.0319,69879210,51270405,1995080,378715947
2020,1,彰化縣,794644221,0.0506,157663283,150424033,32039830,454517075
2020,1,南投縣,194957545,0.0124,57091671,46021894,7168651,84675329
2020,1,雲林縣,401965237,0.0256,86957261,60773122,25569739,228665115
2020,1,嘉義縣,190255862,0.0121,62649139,37445437,17160432,73000854
2020,1,屏東縣,340123435,0.0216,114748359,79471257,57213983,88689836
2020,1,台東縣,64251786,0.0041,26876624,26278745,2240286,8856131
2020,1,花蓮縣,169665540,0.0108,42186173,53098391,1870194,72510782
2020,1,基隆市,95812943,0.0061,43117510,36250616,9075,16435742
2020,1,新竹市,794848380,0.0506,66824622,81634703,686660,645702395
2020,1,嘉義市,78277673,0.005,34423799,36817442,438929,6597503
2020,1,澎湖縣,32569001,0.0021,12681469,15496159,310712,4080661
2020,1,金門縣,21061495,0.0013,9137778,9403209,205557,2314951
2020,1,連江縣,5461163,0.0003,2200617,2619526,5499,635521
2019,12,新北市,1493972989,0.0888,568966589,433406953,2290743,489308704
2019,12,台北市,1098572001,0.0653,357165678,695036102,1213291,45156930
2019,12,桃園市,2200129077,0.1308,348463223,324321114,3997105,1523347635
2019,12,台中市,2556983042,0.152,429045112,408236342,13260701,1706440887
2019,12,台南市,2189841254,0.1302,288305599,232675300,32483644,1636376711
2019,12,高雄市,2279815052,0.1355,371217553,421530481,19882360,1467184658
2019,12,宜蘭縣,253811052,0.0151,64552151,59120916,4501393,125636592
2019,12,新竹縣,759945342,0.0452,87889782,72500132,1490186,598065242
2019,12,苗栗縣,532994688,0.0317,66441910,53641694,2471639,410439445
2019,12,彰化縣,889960503,0.0529,174450465,164393352,35818019,515298667
2019,12,南投縣,232563135,0.0138,74015772,52568959,8364145,97614259
2019,12,雲林縣,433689912,0.0258,96739061,62892938,29348379,244709534
2019,12,嘉義縣,209618394,0.0125,62649098,39574897,19980269,87414130
2019,12,屏東縣,362023541,0.0215,116139160,85145734,59589480,101149167
2019,12,台東縣,73597828,0.0044,32012280,28474918,2514548,10596082
2019,12,花蓮縣,194784570,0.0116,48859561,55034665,2162199,88728145
2019,12,基隆市,109627026,0.0065,52209948,38954850,13473,18448755
2019,12,新竹市,807741544,0.048,62629821,90213760,730455,654167508
2019,12,嘉義市,84760119,0.005,38096623,38647003,572873,7443620
2019,12,澎湖縣,31168343,0.0019,12483826,14211189,343409,4129919
2019,12,金門縣,19994064,0.0012,8083408,9057544,244079,2609033
2019,12,連江縣,5107705,0.0003,1763876,2680439,6941,656449
2019,11,新北市,1708198097,0.0953,687380070,509645799,2549901,508622327
2019,11,台北市,1282871438,0.0716,445803367,776055452,1305001,59707618
2019,11,桃園市,2200292561,0.1228,337923082,344274315,4095757,1513999407
2019,11,台中市,2627318056,0.1466,522411387,467950222,14625570,1622330877
2019,11,台南市,2246495337,0.1254,339469200,259840970,37521679,1609663488
2019,11,高雄市,2541195267,0.1418,568871709,470328830,21542243,1480452485
2019,11,宜蘭縣,279741314,0.0156,70872810,68619313,5236155,135013036
2019,11,新竹縣,762466462,0.0426,93056917,75318132,1912654,592178759
2019,11,苗栗縣,580104755,0.0324,91224660,60830893,2670668,425378534
2019,11,彰化縣,934385669,0.0522,208771854,169951587,41487455,514174773
2019,11,南投縣,230969872,0.0129,68607454,54805330,9180123,98376965
2019,11,雲林縣,477120758,0.0266,119971717,74492085,33436022,249220934
2019,11,嘉義縣,241865107,0.0135,82908108,45637063,24025034,89294902
2019,11,屏東縣,411130755,0.0229,149471679,96705012,63086240,101867824
2019,11,台東縣,76888562,0.0043,32494846,30988934,2602979,10801803
2019,11,花蓮縣,197717626,0.011,52165457,61109457,2170604,82272108
2019,11,基隆市,114500018,0.0064,52979790,42932918,11307,18576003
2019,11,新竹市,828640390,0.0463,85345057,99665424,823907,642806002
2019,11,嘉義市,101116630,0.0056,45801297,46704051,631850,7979432
2019,11,澎湖縣,39847203,0.0022,16388983,18790347,372585,4295288
2019,11,金門縣,27751213,0.0015,12046731,11839734,320689,3544059
2019,11,連江縣,5904835,0.0003,2460728,2808259,9185,626663
2019,10,新北市,1951505663,0.1012,880215360,533054665,2748875,535486763
2019,10,台北市,1453144583,0.0753,542987457,850268021,1486284,58402821
2019,10,桃園市,2489675141,0.1291,514133770,392575921,5074200,1577891250
2019,10,台中市,2794339611,0.1449,585769617,491949768,16294193,1700326033
2019,10,台南市,2397096902,0.1243,379283233,293183247,37831244,1686799178
2019,10,高雄市,2517472617,0.1305,478834916,503537524,22070409,1513029768
2019,10,宜蘭縣,303538630,0.0157,91136992,70010709,6209522,136181407
2019,10,新竹縣,852948524,0.0442,129980378,93052517,1632448,628283181
2019,10,苗栗縣,583953480,0.0303,96655472,63259382,2846142,421192484
2019,10,彰化縣,1000018298,0.0518,237749888,191899943,44416386,525952081
2019,10,南投縣,264431928,0.0137,90310048,60778216,10101068,103242596
2019,10,雲林縣,501022984,0.026,126809857,75242116,36486563,262484448
2019,10,嘉義縣,244184226,0.0127,80784836,47201968,25917790,90279632
2019,10,屏東縣,411207978,0.0213,142699172,99307255,63281791,105919760
2019,10,台東縣,90262455,0.0047,41445609,34287284,2449332,12080230
2019,10,花蓮縣,210267150,0.0109,67683250,64606254,2275642,75702004
2019,10,基隆市,147472897,0.0076,79559631,47852157,17843,20043266
2019,10,新竹市,892128527,0.0462,95375571,113024253,947513,682781190
2019,10,嘉義市,109034276,0.0057,51196129,48564509,749003,8524635
2019,10,澎湖縣,40569381,0.0021,17418890,18141944,435821,4572726
2019,10,金門縣,29018069,0.0015,12903494,11767786,350576,3996213
2019,10,連江縣,6589950,0.0003,2539868,3395510,11924,642648
2019,9,新北市,2225798257,0.1109,1043568447,623783632,3172530,555273648
2019,9,台北市,1685011682,0.0839,664694423,947489293,684856,72143110
2019,9,桃園市,2453933713,0.1222,484431254,414713791,5195697,1549592971
2019,9,台中市,2865571480,0.1427,654854166,534125816,16554908,1660036590
2019,9,台南市,2368373669,0.118,396172778,298383107,38205221,1635612563
2019,9,高雄市,2632830125,0.1312,649377467,517156622,21687326,1444608710
2019,9,宜蘭縣,325223797,0.0162,103167826,83527695,7201007,131327269
2019,9,新竹縣,851488478,0.0424,130983226,93216585,2113764,625174903
2019,9,苗栗縣,618812211,0.0308,127199643,70902452,2880483,417829633
2019,9,彰化縣,999657414,0.0498,254782698,195927332,47480852,501466532
2019,9,南投縣,244321434,0.0122,76876984,59485789,9303374,98655287
2019,9,雲林縣,511945320,0.0255,138851156,83353933,38120761,251619470
2019,9,嘉義縣,259644421,0.0129,94571964,50200656,26750042,88121759
2019,9,屏東縣,436962185,0.0218,166844239,103797932,61016099,105303915
2019,9,台東縣,90749719,0.0045,40449137,37736939,2539434,10024209
2019,9,花蓮縣,220638448,0.011,70076788,72092691,2652936,75816033
2019,9,基隆市,150037616,0.0075,77381038,52757139,13261,19886178
2019,9,新竹市,923859568,0.046,126148639,120891890,1002478,675816561
2019,9,嘉義市,117176951,0.0058,55215667,52805364,657243,8498677
2019,9,澎湖縣,49292692,0.0025,21813214,22510194,450496,4518788
2019,9,金門縣,35076928,0.0017,15932510,14589086,340669,4214663
2019,9,連江縣,7835195,0.0004,3397862,3768259,14803,654271
2019,8,新北市,2068935019,0.1029,910505788,586862110,2874890,568692231
2019,8,台北市,1590441178,0.0791,570733303,955957404,755008,62995463
2019,8,桃園市,2647031261,0.1317,533448180,437977585,5396924,1670208572
2019,8,台中市,2875222764,0.143,599140614,515939358,16716466,1743426326
2019,8,台南市,2445359487,0.1216,384560473,299226729,37830130,1723742155
2019,8,高雄市,2536273929,0.1262,485287063,512592755,21411565,1516982546
2019,8,宜蘭縣,324059449,0.0161,97242064,79301677,7522905,139992803
2019,8,新竹縣,913201958,0.0454,135528531,101338447,1985035,674349945
2019,8,苗栗縣,609418634,0.0303,101872186,69739243,3251116,434556089
2019,8,彰化縣,1042199648,0.0518,239161168,203583007,48977782,550477691
2019,8,南投縣,266934512,0.0133,89084975,62753213,9761260,105335064
2019,8,雲林縣,507337042,0.0252,124982955,77963491,38659586,265731010
2019,8,嘉義縣,248316087,0.0124,80379462,48616865,26690636,92629124
2019,8,屏東縣,419246227,0.0209,146731126,101422348,63462754,107629999
2019,8,台東縣,96148768,0.0048,43413499,39433306,2529784,10772179
2019,8,花蓮縣,222961043,0.0111,70653716,71216871,2924369,78166087
2019,8,基隆市,153625155,0.0076,79426489,53631621,17534,20549511
2019,8,新竹市,945167157,0.047,101638189,122500842,1055002,719973124
2019,8,嘉義市,113067420,0.0056,52984973,50513975,705418,8863054
2019,8,澎湖縣,42034594,0.0021,17491351,19556438,438323,4548482
2019,8,金門縣,28232790,0.0014,11483985,12450778,309601,3988426
2019,8,連江縣,7085590,0.0004,2506843,3798094,13038,767615
2019,7,新北市,1917883423,0.0985,768743328,591312369,2660954,555166772
2019,7,台北市,1512688650,0.0777,496899546,946659596,724884,68404624
2019,7,桃園市,2456806110,0.1262,364405230,428240237,4191577,1659969066
2019,7,台中市,2802154540,0.144,535415787,507071460,15852093,1743815200
2019,7,台南市,2393663871,0.123,357858454,292077950,33665270,1710062197
2019,7,高雄市,2633173976,0.1353,599074773,510450387,20420490,1503228326
2019,7,宜蘭縣,305017203,0.0157,77358974,79475018,7155023,141028188
2019,7,新竹縣,873288310,0.0449,98486946,90064625,1849419,682887320
2019,7,苗栗縣,601319559,0.0309,98245698,68372336,2940775,431760750
2019,7,彰化縣,1003708835,0.0516,208783381,190292469,42794255,561838730
2019,7,南投縣,237788668,0.0122,66255147,57102843,8545657,105885021
2019,7,雲林縣,497942462,0.0256,119485954,81441845,34988798,262025865
2019,7,嘉義縣,250946038,0.0129,83334043,51773645,24031609,91806741
2019,7,屏東縣,430695637,0.0221,158128706,102774749,61244285,108547897
2019,7,台東縣,84528779,0.0043,33328061,37742967,2091641,11366110
2019,7,花蓮縣,209569816,0.0108,54319399,70005046,2445685,82799686
2019,7,基隆市,127372218,0.0065,56007848,51021238,10823,20332309
2019,7,新竹市,934005121,0.048,95149736,121589270,895653,716370462
2019,7,嘉義市,110129792,0.0057,49094820,52492425,615727,7926820
2019,7,澎湖縣,45365406,0.0023,18442168,22009483,389122,4524633
2019,7,金門縣,29428573,0.0015,11578871,13336942,253773,4258987
2019,7,連江縣,6555781,0.0003,2574040,3284348,10125,687268
2019,6,新北市,1685704296,0.0936,645308144,531211990,2481938,506702224
2019,6,台北市,1313531926,0.073,406626583,851099023,664876,55141444
2019,6,桃園市,2351350131,0.1306,389617192,402040745,4208559,1555483635
2019,6,台中市,2596682011,0.1442,475572797,476542503,14785102,1629781609
2019,6,台南市,2267569725,0.1259,327959291,290022026,33518607,1616069801
2019,6,高雄市,2411660619,0.1339,424730491,502708461,20392283,1463829384
2019,6,宜蘭縣,276701865,0.0154,71026973,69482954,6372515,129819423
2019,6,新竹縣,836082808,0.0464,99092050,89292893,1567008,646130857
2019,6,苗栗縣,544730209,0.0303,74964881,62029239,2669297,405066792
2019,6,彰化縣,946495410,0.0526,192583599,189008656,40790878,524112277
2019,6,南投縣,242159276,0.0134,78315347,58602528,8446244,96795157
2019,6,雲林縣,468734715,0.026,110262164,74659839,33521307,250291405
2019,6,嘉義縣,231353461,0.0128,71171508,49583280,23772703,86825970
2019,6,屏東縣,396979825,0.022,133177972,100761977,62712896,100326980
2019,6,台東縣,81376692,0.0045,34537441,34600122,1986404,10252725
2019,6,花蓮縣,202992786,0.0113,54137967,64527280,1764179,82563360
2019,6,基隆市,122339148,0.0068,57306977,46525769,14232,18492170
2019,6,新竹市,862189494,0.0479,72911212,111405800,868394,677004088
2019,6,嘉義市,99465228,0.0055,43387475,47815017,624257,7638479
2019,6,澎湖縣,37115540,0.0021,14054551,18307999,365348,4387642
2019,6,金門縣,24240293,0.0013,8842836,11034751,245035,4117671
2019,6,連江縣,5721446,0.0003,1960090,3084786,8917,667653
2019,5,新北市,1647408556,0.0916,592465985,531832311,2384090,520726170
2019,5,台北市,1273871785,0.0708,383138279,828124754,642721,61966031
2019,5,桃園市,2297044284,0.1278,308644435,375175763,3486935,1609737151
2019,5,台中市,2621162542,0.1458,437401515,474495654,13817713,1695447660
2019,5,台南市,2258856545,0.1256,285249576,277625554,30664730,1665316685
2019,5,高雄市,2515437260,0.1399,473908004,495180673,20397123,1525951460
2019,5,宜蘭縣,270022002,0.015,64921302,70712953,6008333,128379414
2019,5,新竹縣,807195754,0.0449,81583102,80524611,1552833,643535208
2019,5,苗栗縣,588330298,0.0327,78213178,61000439,2395051,446721630
2019,5,彰化縣,953038749,0.053,179147301,180469413,38049586,555372449
2019,5,南投縣,225573803,0.0125,61884870,55483327,8516059,99689547
2019,5,雲林縣,475896340,0.0265,105560118,76060729,32609234,261666259
2019,5,嘉義縣,235646038,0.0131,71458379,49468577,22830846,91888236
2019,5,屏東縣,407611726,0.0227,134476695,102388949,63827359,106918723
2019,5,台東縣,74741388,0.0042,28990223,32450181,2147737,11153247
2019,5,花蓮縣,194123908,0.0108,46700335,63068408,1827471,82527694
2019,5,基隆市,110557420,0.0061,47443380,44803108,10134,18300798
2019,5,新竹市,860099936,0.0478,73813092,106943237,797978,678545629
2019,5,嘉義市,95886640,0.0053,39114602,48485794,581137,7705107
2019,5,澎湖縣,37198998,0.0021,14115579,18438330,327110,4317979
2019,5,金門縣,25122153,0.0014,9935579,11192194,219761,3774619
2019,5,連江縣,5740013,0.0003,2341821,2762344,8921,626927
2019,4,新北市,1478292667,0.0888,549619279,446742619,2117747,479813022
2019,4,台北市,1107501573,0.0665,334554739,722818693,539708,49588433
2019,4,桃園市,2219609433,0.1333,354120795,343547014,3404570,1518537054
2019,4,台中市,2422483975,0.1455,397906146,410763389,13117755,1600696685
2019,4,台南市,2106009580,0.1265,260990860,249726160,27162608,1568129952
2019,4,高雄市,2293628187,0.1378,327897986,442242654,19555013,1503932534
2019,4,宜蘭縣,244332766,0.0147,63727933,60339276,5080963,115184594
2019,4,新竹縣,774259901,0.0465,87195741,76188793,1210565,609664802
2019,4,苗栗縣,551396181,0.0331,64606877,53382221,2294408,431112675
2019,4,彰化縣,891163939,0.0535,168998892,169467832,33208989,519488226
2019,4,南投縣,228348419,0.0137,71666815,53049948,8155928,95475728
2019,4,雲林縣,438119835,0.0263,96738582,64737096,28987331,247656826
2019,4,嘉義縣,213938223,0.0129,61637307,43220229,19329174,89751513
2019,4,屏東縣,358970306,0.0216,109461541,90969958,59909226,98629581
2019,4,台東縣,72581683,0.0044,30550436,29850520,1877096,10303631
2019,4,花蓮縣,189989742,0.0114,48676182,57306949,1614529,82392082
2019,4,基隆市,112503243,0.0068,55234582,39793708,12688,17462265
2019,4,新竹市,806433483,0.0484,61153691,95456060,779998,649043734
2019,4,嘉義市,83529860,0.005,35378510,40493065,553767,7104518
2019,4,澎湖縣,30386923,0.0018,12026902,14251861,291210,3816950
2019,4,金門縣,20225822,0.0012,8415651,8944095,203791,2662285
2019,4,連江縣,5134095,0.0003,1889146,2630292,7118,607539
2019,3,新北市,1481707798,0.0894,557974921,450136489,2074939,471521449
2019,3,台北市,1102624867,0.0665,353535732,695577522,542609,52969004
2019,3,桃園市,2148375955,0.1296,305723767,319247046,2923947,1520481195
2019,3,台中市,2432571961,0.1467,401601395,400373949,12429337,1618167280
2019,3,台南市,2073573102,0.1251,259582634,234949865,24600839,1554439764
2019,3,高雄市,2369848255,0.143,413224836,423430400,19424809,1513768210
2019,3,宜蘭縣,263464142,0.0159,63130953,61828811,4557949,133946429
2019,3,新竹縣,755411230,0.0456,79033184,70246161,1278294,604853591
2019,3,苗栗縣,532737642,0.0321,74585402,52723859,2130755,403297626
2019,3,彰化縣,880848847,0.0531,170627516,161563476,30766195,517891660
2019,3,南投縣,209143657,0.0126,59641299,49973604,7561715,91967039
2019,3,雲林縣,437794074,0.0264,97559360,65628534,27991472,246614708
2019,3,嘉義縣,225020473,0.0136,68428877,41774175,19267173,95550248
2019,3,屏東縣,364667104,0.022,120909249,89655936,58171373,95930546
2019,3,台東縣,69775852,0.0042,27905907,28933140,2040931,10895874
2019,3,花蓮縣,182540719,0.011,44328931,56384407,1597015,80230366
2019,3,基隆市,102986760,0.0062,48228844,38081609,9044,16667263
2019,3,新竹市,801123202,0.0483,69513234,90656177,696194,640257597
2019,3,嘉義市,83233885,0.005,35728025,40155877,501053,6848930
2019,3,澎湖縣,32221686,0.0019,13311368,14889871,297675,3722772
2019,3,金門縣,22134513,0.0013,10171530,9472468,201574,2288941
2019,3,連江縣,5580777,0.0003,2451980,2504506,5592,618699
2019,2,新北市,1345485215,0.0923,552182772,402700480,2102209,388499754
2019,2,台北市,996822623,0.0684,338095776,615405369,465516,42855962
2019,2,桃園市,1904721317,0.1307,356089544,298705247,3246549,1246679977
2019,2,台中市,2125713198,0.1458,396046056,364711790,12005230,1352950122
2019,2,台南市,1823699251,0.1251,258971782,223961814,25828724,1314936931
2019,2,高雄市,2016182207,0.1383,322525419,381673495,18728915,1293254378
2019,2,宜蘭縣,216806622,0.0149,66937576,54467131,4180100,91221815
2019,2,新竹縣,674752067,0.0463,85689623,69627047,1151768,518283629
2019,2,苗栗縣,439082419,0.0301,64397131,47564601,1985753,325134934
2019,2,彰化縣,755956926,0.0519,164535647,152980514,30063351,408377414
2019,2,南投縣,195607854,0.0134,69352581,47456922,8121976,70676375
2019,2,雲林縣,380974831,0.0261,90703742,56061513,27735842,206473734
2019,2,嘉義縣,183360378,0.0126,60777465,36473132,19130893,66978888
2019,2,屏東縣,323973132,0.0222,107001042,80793817,58950477,77227796
2019,2,台東縣,67807089,0.0047,30391231,26345076,1839097,9231685
2019,2,花蓮縣,177093381,0.0122,49231747,51260880,1478567,75122187
2019,2,基隆市,103344266,0.0071,54577151,34384357,12973,14369785
2019,2,新竹市,715389447,0.0491,61821817,79042434,718003,573807193
2019,2,嘉義市,77249315,0.0053,35389709,35322738,608524,5928344
2019,2,澎湖縣,27666548,0.0019,11608353,12278024,317460,3462711
2019,2,金門縣,18505507,0.0013,8510483,7762524,218103,2014397
2019,2,連江縣,5318706,0.0004,2081052,2667450,6646,563558
2019,1,新北市,1510010258,0.091,553429935,487093470,2321776,467165077
2019,1,台北市,1131209803,0.0682,358179967,714973678,543048,57513110
2019,1,桃園市,2180349937,0.1314,293209109,367476595,3029985,1516634248
2019,1,台中市,2414469027,0.1455,402854536,425589299,12931669,1573093523
2019,1,台南市,2079914743,0.1253,259323202,323935059,26552166,1470104316
2019,1,高雄市,2376885091,0.1432,431364517,435363718,19663015,1490493841
2019,1,宜蘭縣,263135032,0.0159,62690453,65580386,4252705,130611488
2019,1,新竹縣,753587840,0.0454,75670638,86262679,1339515,590315008
2019,1,苗栗縣,515379052,0.0311,72468036,57372175,1995948,383542893
2019,1,彰化縣,871205495,0.0525,163665818,175026586,30901033,501612058
2019,1,南投縣,210742423,0.0127,58752131,53836693,8051651,90101948
2019,1,雲林縣,428502047,0.0258,91036914,67761517,26146359,243557257
2019,1,嘉義縣,208906976,0.0126,64790187,42671939,17391861,84052989
2019,1,屏東縣,368646848,0.0222,122217102,91179258,58857419,96393069
2019,1,台東縣,68093884,0.0041,27487368,27792849,1778052,11035615
2019,1,花蓮縣,179465102,0.0108,43755366,82149589,1472779,52087368
2019,1,基隆市,102164723,0.0062,45491581,41268324,7797,15397021
2019,1,新竹市,791990830,0.0477,68493095,91720861,702100,631074774
2019,1,嘉義市,84051285,0.0051,35751603,40825582,500654,6973446
2019,1,澎湖縣,32809597,0.002,13280256,15557824,319018,3652499
2019,1,金門縣,21175729,0.0013,9259756,9312642,197064,2406267
2019,1,連江縣,5659715,0.0003,2393610,2656475,6144,603486
2018,12,新北市,1504466265,0.0894,549464883,467585038,2318124,485098220
2018,12,台北市,1128978773,0.0671,342560002,734458244,542509,51418018
2018,12,桃園市,2237561679,0.133,341572650,349528707,3475618,1542984704
2018,12,台中市,2449562092,0.1456,417044952,428406856,13861803,1590248481
2018,12,台南市,2111050089,0.1255,276991416,264590757,30095189,1539372727
2018,12,高雄市,2365671725,0.1406,366796512,449468739,20415357,1528991117
2018,12,宜蘭縣,256372107,0.0152,63545986,61886660,4743700,126195761
2018,12,新竹縣,780230228,0.0464,85134499,81077235,1268623,612749871
2018,12,苗栗縣,520593680,0.0309,64848131,56023542,2472338,397249669
2018,12,彰化縣,885557441,0.0526,170504891,173271054,35226566,506554930
2018,12,南投縣,233198694,0.0139,73518427,54932990,9000565,95746712
2018,12,雲林縣,434295582,0.0258,93691200,66252011,29497553,244854818
2018,12,嘉義縣,223973986,0.0133,61777354,43700998,19831828,98663806
2018,12,屏東縣,368353002,0.0219,116558015,93205238,59793314,98796435
2018,12,台東縣,74081695,0.0044,31477036,29968286,1932446,10703927
2018,12,花蓮縣,196968111,0.0117,48764628,58242355,1683866,88277262
2018,12,基隆市,110687459,0.0066,52441152,41055557,9757,17180993
2018,12,新竹市,796994678,0.0474,61039010,94499837,749027,640706804
2018,12,嘉義市,87038783,0.0052,37770676,41323506,606808,7337793
2018,12,澎湖縣,30740304,0.0018,12435965,14395862,333756,3574721
2018,12,金門縣,19629809,0.0012,7875997,9074253,200271,2479288
2018,12,連江縣,5039585,0.0003,1738211,2692935,7934,600505
2018,11,新北市,1681138848,0.0948,652100460,520999634,2422075,505616679
2018,11,台北市,1277592894,0.0721,424190360,792205629,560856,60636049
2018,11,桃園市,2244009903,0.1266,321955177,359469313,3277692,1559307721
2018,11,台中市,2549321892,0.1438,485190891,464919236,14480945,1584730820
2018,11,台南市,2163218377,0.122,314319033,275941829,31987936,1540969579
2018,11,高雄市,2581802032,0.1456,531726270,471873747,20896592,1557305423
2018,11,宜蘭縣,267891034,0.0151,69576670,68806258,5139439,124368667
2018,11,新竹縣,783838781,0.0442,86504961,78299269,1503370,617531181
2018,11,苗栗縣,532339604,0.03,85836900,59976641,2533451,383992612
2018,11,彰化縣,925892471,0.0522,195753898,173917909,36454251,519766413
2018,11,南投縣,225842056,0.0127,65069619,54315710,9123883,97332844
2018,11,雲林縣,471762611,0.0266,111663032,74336914,30174766,255587899
2018,11,嘉義縣,249066205,0.014,77023101,47281035,21562694,103199375
2018,11,屏東縣,397324986,0.0224,141157931,98050850,59048568,99067637
2018,11,台東縣,74443985,0.0042,30902517,30957111,1708898,10875459
2018,11,花蓮縣,198503329,0.0112,50223718,61640159,1709268,84930184
2018,11,基隆市,112856780,0.0064,51721179,43804035,7329,17324237
2018,11,新竹市,827550181,0.0467,80211388,101624173,824892,644889728
2018,11,嘉義市,97556632,0.0055,43153741,46522829,586396,7293666
2018,11,澎湖縣,36383125,0.0021,15607520,16870236,328613,3576756
2018,11,金門縣,25117151,0.0014,10501981,11013176,218409,3383585
2018,11,連江縣,5546702,0.0003,2301371,2646014,7470,591847
2018,10,新北市,1889120031,0.0996,818327506,537996355,2664826,530131344
2018,10,台北市,1409620235,0.0743,518891350,834458055,596338,55674492
2018,10,桃園市,2483870272,0.131,477416325,396215447,4200865,1606037635
2018,10,台中市,2695719894,0.1422,554218549,481723369,15508680,1644269296
