年,月,縣市,合計售電量,縣市用電佔比,住宅部門,服務業部門,農林漁牧,工業部門
2021,10,屏東縣,443843561,0.0207,158705706,103999014,67188573,113950268
2021,10,台東縣,97077552,0.0045,47037053,36685953,2964476,10390070
2021,10,花蓮縣,228534689,0.0106,76117192,67003699,2546260,82867538
2021,10,基隆市,158089355,0.0074,87898639,49705184,14761,20470771
2021,10,新竹市,988246407,0.046,115689447,116702236,997437,754857287
2021,10,嘉義市,115916681,0.0054,58020198,48487535,747479,8661469
2021,10,澎湖縣,42336783,0.002,19527147,17829543,474675,4505418
2021,10,金門縣,29568880,0.0014,14210315,10953929,415287,3989349
2021,10,連江縣,7344112,0.0003,2938322,3671527,10311,723952
2021,9,新北市,2242432302,0.1047,1031508233,620616730,2988285,587319054
2021,9,台北市,1610211542,0.0752,656940979,886802200,1291042,65177321
2021,9,桃園市,2665348534,0.1244,506445319,416380230,5027693,1737495292
2021,9,台中市,3124079283,0.1458,668925051,541737210,16271996,1897145026
2021,9,台南市,2756903521,0.1287,416834238,280410097,41095798,2018563388
2021,9,高雄市,2796102676,0.1305,673186950,488584959,21833235,1612497532
2021,9,宜蘭縣,337633174,0.0158,103619837,79264835,7845571,146902931
2021,9,新竹縣,900169869,0.042,140640515,92891891,2557499,664079964
2021,9,苗栗縣,703121278,0.0328,130284635,68669807,3272297,500894539
2021,9,彰化縣,1086294816,0.0507,260752968,199612247,52741175,573188426
2021,9,南投縣,255930422,0.0119,77826924,57603409,9186118,111313971
2021,9,雲林縣,543774297,0.0254,144877937,82065897,42709553,274120910
2021,9,嘉義縣,296333375,0.0138,98615945,51326646,27077954,119312830
2021,9,屏東縣,442201381,0.0206,167392064,99536031,61935075,113338211
2021,9,台東縣,91772510,0.0043,42112714,35928863,2934475,10796458
2021,9,花蓮縣,216567529,0.0101,71287166,68897265,2670852,73712246
2021,9,基隆市,148322700,0.0069,77408110,50772155,5713,20136722
2021,9,新竹市,998316344,0.0466,132855990,117047294,957526,747455534
2021,9,嘉義市,115476292,0.0054,56312143,48982507,617608,9564034
2021,9,澎湖縣,47116687,0.0022,22277414,19762613,486940,4589720
2021,9,金門縣,33568214,0.0016,16291509,12646281,376214,4254210
2021,9,連江縣,8206128,0.0004,3616930,3821479,9631,758088
2021,8,新北市,2151976084,0.102,1029156270,529838956,2411543,590569315
2021,8,台北市,1488762242,0.0706,631540380,801852205,1292092,54077565
2021,8,桃園市,2789730038,0.1322,591179981,394689260,5092658,1798768139
2021,8,台中市,3088437696,0.1464,639336766,484207347,15715359,1949178224
2021,8,台南市,2775553386,0.1315,413271070,263464737,38970071,2059847508
2021,8,高雄市,2646095646,0.1254,504660187,459599012,20385369,1661451078
2021,8,宜蘭縣,338413545,0.016,108067634,68699118,7528350,154118443
2021,8,新竹縣,936174527,0.0444,155250722,91608183,2212429,687103193
2021,8,苗栗縣,682928754,0.0324,109598056,62473974,3206422,507650302
2021,8,彰化縣,1054275671,0.05,250132086,197021476,52277993,554844116
2021,8,南投縣,272813503,0.0129,93575201,55334332,8813645,115090325
2021,8,雲林縣,524259428,0.0248,133014269,72724203,40969165,277551791
2021,8,嘉義縣,276963973,0.0131,85097477,46843291,26035001,118988204
2021,8,屏東縣,424067202,0.0201,152684298,93590133,61513212,116279559
2021,8,台東縣,93675114,0.0044,46371744,33674887,2779030,10849453
2021,8,花蓮縣,228362559,0.0108,77013351,64818863,2659495,83870850
2021,8,基隆市,156963313,0.0074,89297708,46601753,13598,21050254
2021,8,新竹市,987115031,0.0468,112560751,107712266,965163,765876851
2021,8,嘉義市,108265972,0.0051,54882780,42930490,631366,9821336
2021,8,澎湖縣,39489979,0.0019,18410648,16050649,468624,4560058
2021,8,金門縣,28150763,0.0013,12844032,10588832,391192,4326707
2021,8,連江縣,7159522,0.0003,2763602,3593552,7008,795360
2021,7,新北市,2092617883,0.0998,953081021,539815698,2747316,596973848
2021,7,台北市,1466697309,0.07,609381213,793483846,1264440,62567810
2021,7,桃園市,2652857065,0.1266,454315149,378117825,4772399,1815651692
2021,7,台中市,3075793531,0.1467,630611443,478495444,14994823,1951691821
2021,7,台南市,2772180185,0.1322,408190090,253730445,38002546,2072257104
2021,7,高雄市,2796251484,0.1334,663338144,453478657,20026302,1659408381
2021,7,宜蘭縣,321138035,0.0153,90120894,67957164,7616072,155443905
2021,7,新竹縣,901308139,0.043,123462506,82573706,2350537,692921390
2021,7,苗栗縣,680702817,0.0325,117120179,62583764,3134178,497864696
2021,7,彰化縣,1069666149,0.051,240663900,186128605,50052447,592821197
2021,7,南投縣,249178681,0.0119,73425086,50533179,8552367,116668049
2021,7,雲林縣,536985125,0.0256,139742261,75764068,41039828,280438968
2021,7,嘉義縣,278759030,0.0133,96419721,48178320,25137655,109023334
2021,7,屏東縣,442695002,0.0211,168568186,91971056,61226663,120929097
2021,7,台東縣,84798386,0.004,38940456,31889574,2801130,11167226
2021,7,花蓮縣,220673865,0.0105,63280085,62768388,2685180,91940212
2021,7,基隆市,132673521,0.0063,67423045,44900852,4948,20344676
2021,7,新竹市,996742394,0.0476,119314937,106794888,911961,769720608
2021,7,嘉義市,110169560,0.0053,55937647,43716610,633795,9881508
2021,7,澎湖縣,43992343,0.0021,20531408,18087859,440517,4932559
2021,7,金門縣,28855431,0.0014,12984872,11316932,305667,4247960
2021,7,連江縣,7065301,0.0003,2923921,3374676,5594,761110
2021,6,新北市,1808996812,0.0929,762093185,485797620,2226685,558879322
2021,6,台北市,1239461132,0.0636,470480803,719859856,1219839,47900634
2021,6,桃園市,2551830181,0.131,465679185,367883167,4635469,1713632360
2021,6,台中市,2891965887,0.1485,541911895,466557844,14933684,1868562464
2021,6,台南市,2633618334,0.1352,374090968,253369148,36816404,1969341814
2021,6,高雄市,2532698788,0.13,456781231,443481828,20423651,1612012077
2021,6,宜蘭縣,294558108,0.0151,84103377,60972885,6984965,142496881
2021,6,新竹縣,854933407,0.0439,117699954,82682847,1899174,652651431
2021,6,苗栗縣,634979202,0.0326,89345623,56560401,3306081,485767097
2021,6,彰化縣,1037445404,0.0533,221873239,185115666,48605322,581851177
2021,6,南投縣,264011801,0.0136,88940918,54471129,9836594,110763160
2021,6,雲林縣,527665496,0.0271,141187064,78321194,42714249,265442989
2021,6,嘉義縣,264383117,0.0136,86359125,46168051,27777316,104078625
2021,6,屏東縣,423632554,0.0217,155454937,90866346,65783634,111527638
2021,6,台東縣,84225374,0.0043,39765557,31056042,2721214,10682561
2021,6,花蓮縣,214693869,0.011,62996942,59921193,2385775,89389959
2021,6,基隆市,126641911,0.0065,64363217,42342547,10701,19925446
2021,6,新竹市,924892571,0.0475,86866493,99422282,972978,737630819
2021,6,嘉義市,101679710,0.0052,49982490,41796222,736330,9164668
2021,6,澎湖縣,37403611,0.0019,15832459,16506791,413756,4650605
2021,6,金門縣,22853534,0.0012,9309195,9381756,284462,3878121
2021,6,連江縣,5841716,0.0003,1990266,3122492,5174,723784
2021,5,新北市,1672518545,0.0879,602469201,512336920,2375605,555336819
2021,5,台北市,1226992470,0.0645,390590617,779813023,1219460,55369370
2021,5,桃園市,2450516833,0.1288,323196354,358797024,4109546,1764413909
2021,5,台中市,2830306724,0.1488,431449836,478506831,14825355,1905524702
2021,5,台南市,2562361544,0.1347,289693680,263508738,33838649,1975320477
2021,5,高雄市,2629644296,0.1383,471588114,469166803,20892164,1667997215
2021,5,宜蘭縣,278437475,0.0146,64055746,68589588,6257254,139534887
2021,5,新竹縣,830727355,0.0437,83437540,77926146,2014868,667348801
2021,5,苗栗縣,658539630,0.0346,77567401,60792922,3024409,517154898
2021,5,彰化縣,994923862,0.0523,180480202,180390718,42254624,591798318
2021,5,南投縣,238466868,0.0125,60960798,53832450,10218444,113455176
2021,5,雲林縣,495215477,0.026,111710037,75538713,38628173,269338554
2021,5,嘉義縣,251668878,0.0132,73466056,48405605,25286233,104510984
2021,5,屏東縣,417961114,0.022,133278219,98611379,65881990,120189526
2021,5,台東縣,75963362,0.004,29357579,32789883,2684984,11130916
2021,5,花蓮縣,201960940,0.0106,46493914,62965655,2171279,90330092
2021,5,基隆市,107602365,0.0057,46136893,42450261,4334,19010877
2021,5,新竹市,931675398,0.049,75383501,103304504,959977,752027416
2021,5,嘉義市,94526201,0.005,38510928,46238011,614412,9162850
2021,5,澎湖縣,38172251,0.002,14421306,18183388,400627,5166930
2021,5,金門縣,24588594,0.0013,9609126,10792972,268443,3918053
2021,5,連江縣,6229796,0.0003,2428775,3053653,7398,739970
2021,4,新北市,1570566621,0.0886,602679244,441822822,2025992,524038563
2021,4,台北市,1092684347,0.0616,366850355,681155892,1042891,43635209
2021,4,桃園市,2331571792,0.1315,384630971,320321810,3922995,1622696016
2021,4,台中市,2656035698,0.1498,439189664,428238230,13370914,1775236890
2021,4,台南市,2376484782,0.134,291429938,240377283,30726724,1813950837
2021,4,高雄市,2416499497,0.1363,355853748,424915202,20135814,1615594733
2021,4,宜蘭縣,268127831,0.0151,72525481,61431369,5474043,128696938
2021,4,新竹縣,786718960,0.0444,96634603,73740297,1578726,614765334
2021,4,苗栗縣,610472249,0.0344,71487131,53257062,2600091,483127965
2021,4,彰化縣,947849315,0.0535,185599183,168172926,37947731,556129475
2021,4,南投縣,247301269,0.0139,77380946,52808898,9470850,107640575
2021,4,雲林縣,469384274,0.0265,110904496,65185053,34017827,259276898
2021,4,嘉義縣,235916945,0.0133,69211792,41813302,21966570,102925281
2021,4,屏東縣,388535955,0.0219,121213979,90829687,63848256,112644033
2021,4,台東縣,77021730,0.0043,34069803,30530783,2530226,9890918
2021,4,花蓮縣,197514500,0.0111,53890920,57025548,2000545,84597487
2021,4,基隆市,111501913,0.0063,56523484,37439532,9419,17529478
2021,4,新竹市,802737786,0.0453,65841473,90945325,891086,645059902
2021,4,嘉義市,88036423,0.005,38888051,40056333,607005,8485034
2021,4,澎湖縣,31993331,0.0018,13372540,14109137,352837,4158817
2021,4,金門縣,20179659,0.0011,8877122,8441585,263117,2597835
2021,4,連江縣,5672325,0.0003,2113831,2862409,7704,688381
2021,3,新北市,1622703448,0.0886,649645302,473412653,2257087,497388406
2021,3,台北市,1169900976,0.0639,412836083,705060039,1218779,50786075
2021,3,桃園市,2328178580,0.1272,363492772,316618372,3712271,1644355165
2021,3,台中市,2746513606,0.15,467190931,437472669,13228500,1828621506
2021,3,台南市,2479164342,0.1354,298967038,235700782,32057510,1912439012
2021,3,高雄市,2543813117,0.1389,459394199,421648568,21523789,1641246561
2021,3,宜蘭縣,275123043,0.015,72199529,66679302,5388707,130855505
2021,3,新竹縣,783964895,0.0428,93509215,71411056,1836983,617207641
2021,3,苗栗縣,643617412,0.0352,84832521,55605079,2609968,500569844
2021,3,彰化縣,955504760,0.0522,193098242,163492345,37979627,560934546
2021,3,南投縣,238405555,0.013,67746511,51807824,9020623,109830597
2021,3,雲林縣,473916003,0.0259,111207396,69806472,35142113,257760022
2021,3,嘉義縣,252121431,0.0138,77125059,42994108,22626497,109375767
2021,3,屏東縣,402947890,0.022,128563718,90578933,68261303,115543936
2021,3,台東縣,74746136,0.0041,31272186,30347796,2769293,10356861
2021,3,花蓮縣,198008198,0.0108,50693958,58233655,2243097,86837488
2021,3,基隆市,109288898,0.006,52750532,38934758,5097,17598511
2021,3,新竹市,854710532,0.0467,80931617,93130197,878417,679770301
2021,3,嘉義市,91152413,0.005,40617648,41252272,553421,8729072
2021,3,澎湖縣,34944049,0.0019,15455522,14754116,384393,4350018
2021,3,金門縣,23856784,0.0013,11136629,9823609,254462,2642084
2021,3,連江縣,6208112,0.0003,2635467,2897742,5929,668974
2021,2,新北市,1463181680,0.0933,641061049,391034407,2053383,429032841
2021,2,台北市,1015445321,0.0648,390393905,585301517,1035621,38714278
2021,2,桃園市,2032744847,0.1296,414057080,279427793,3753621,1335506353
2021,2,台中市,2359269579,0.1505,450846855,370429911,11798493,1526194320
2021,2,台南市,2072725962,0.1322,287909256,200809739,28160017,1555846950
2021,2,高雄市,2039510770,0.1301,343944006,349849529,18428935,1327288300
2021,2,宜蘭縣,241623534,0.0154,78476925,54816351,4482730,103847528
2021,2,新竹縣,715346730,0.0456,101477723,65504770,1382452,546981785
2021,2,苗栗縣,534995680,0.0341,72748870,47736873,2181781,412328156
2021,2,彰化縣,805553933,0.0514,180543612,150734621,33404086,440871614
2021,2,南投縣,218118732,0.0139,77680560,46749085,7583167,86105920
2021,2,雲林縣,400024950,0.0255,97628633,54633409,32075011,215687897
2021,2,嘉義縣,199191307,0.0127,63277957,35123080,18648226,82142044
2021,2,屏東縣,341362060,0.0218,114563800,76108736,61367059,89322465
2021,2,台東縣,70103436,0.0045,33130532,26054053,2389260,8529591
2021,2,花蓮縣,182832224,0.0117,54266698,49310852,1953438,77301236
2021,2,基隆市,110235800,0.007,61281124,33566156,12091,15376429
2021,2,新竹市,744065597,0.0475,70505591,76741599,819246,595999161
2021,2,嘉義市,79800140,0.0051,38843061,33031452,594040,7331587
2021,2,澎湖縣,29014307,0.0019,12805205,11868219,339516,4001367
2021,2,金門縣,19146787,0.0012,9375357,7418434,222984,2130012
2021,2,連江縣,5486506,0.0003,2216398,2630567,6682,632859
2021,1,新北市,1569071348,0.0908,611251115,459842480,2326856,495650897
2021,1,台北市,1121190632,0.0649,399211598,668672895,1129074,52177065
2021,1,桃園市,2254279712,0.1304,333162819,305794181,3834893,1611487819
2021,1,台中市,2639616099,0.1527,433898371,421618095,12330394,1771769239
2021,1,台南市,2130779103,0.1233,276795188,224559914,31440875,1597983126
2021,1,高雄市,2386206720,0.138,450087280,398921862,20799943,1516397635
2021,1,宜蘭縣,269696986,0.0156,68874783,63564146,4621197,132636860
2021,1,新竹縣,742449807,0.043,85188873,69837591,1675772,585747571
2021,1,苗栗縣,624705168,0.0361,77454432,54719959,2343754,490187023
2021,1,彰化縣,916392410,0.053,173029749,160468777,36289220,546604664
2021,1,南投縣,221734211,0.0128,61570369,49710211,7685118,102768513
2021,1,雲林縣,443587551,0.0257,95600765,66050750,30733156,251202880
2021,1,嘉義縣,223686616,0.0129,67721815,40669168,19073690,96221943
2021,1,屏東縣,381681501,0.0221,123798626,85534620,65211041,107137214
2021,1,台東縣,69648810,0.004,29129100,27737300,2502513,10279897
2021,1,花蓮縣,196089262,0.0113,46311411,55473740,2054159,92249952
2021,1,基隆市,105029216,0.0061,49639544,37998951,6728,17383993
2021,1,新竹市,841665053,0.0487,76453631,88212305,824209,676174908
2021,1,嘉義市,85143971,0.0049,37843944,38617454,498270,8184303
2021,1,澎湖縣,33959969,0.002,14194511,15070796,365677,4328985
2021,1,金門縣,22437472,0.0013,10187733,9514012,237756,2497971
2021,1,連江縣,6211337,0.0004,2582075,2946971,5743,676548
2020,12,新北市,1488109712,0.0858,532352066,458153934,2101667,495502045
2020,12,台北市,1066316509,0.0615,332428173,686693876,1228614,45965846
2020,12,桃園市,2230288483,0.1286,320917131,326423475,4021584,1578926293
2020,12,台中市,2647689961,0.1527,422389217,430424759,13614528,1781261457
2020,12,台南市,2352941952,0.1357,285110029,242850145,32630751,1792351027
2020,12,高雄市,2363927058,0.1364,368751029,424908706,19863428,1550403894
2020,12,宜蘭縣,258738260,0.0149,61990461,61354420,4838569,130554810
2020,12,新竹縣,771647456,0.0445,83286164,77149193,1544633,609667467
2020,12,苗栗縣,614926750,0.0355,62528499,57074844,2602593,492720814
2020,12,彰化縣,924613818,0.0533,166290918,168070730,38630041,551622129
2020,12,南投縣,238633655,0.0138,71080459,54134053,8816768,104602375
2020,12,雲林縣,436505758,0.0252,89176909,63701061,32149990,251477798
2020,12,嘉義縣,224153224,0.0129,59875576,42341936,20572682,101363030
2020,12,屏東縣,370600505,0.0214,109636763,89298226,61331107,110334410
2020,12,台東縣,72921289,0.0042,30145032,29854737,2448260,10473260
2020,12,花蓮縣,200189804,0.0115,45686667,57041854,2228520,95232763
2020,12,基隆市,105734776,0.0061,48657770,38768328,10755,18297923
2020,12,新竹市,825779763,0.0476,57422628,94635330,813571,672908233
2020,12,嘉義市,86346119,0.005,37037854,40110360,599869,8598036
2020,12,澎湖縣,31417966,0.0018,11930706,14673276,358196,4455788
2020,12,金門縣,19772927,0.0011,8041514,8937309,239762,2554342
2020,12,連江縣,5313262,0.0003,1749373,2864663,6822,692404
2020,11,新北市,1694452170,0.0918,679879925,509571496,2326628,502674121
2020,11,台北市,1261687247,0.0684,442744676,760965594,1268769,56708208
2020,11,桃園市,2216994754,0.1202,337059295,341203433,4007040,1534724986
2020,11,台中市,2787763360,0.1511,529328702,483354052,14678150,1760402456
2020,11,台南市,2455172710,0.1331,346963726,262309911,36576635,1809322438
2020,11,高雄市,2596027054,0.1407,582892843,467954673,21195058,1523984480
2020,11,宜蘭縣,268537244,0.0146,70673389,69537669,5611165,122715021
2020,11,新竹縣,782778559,0.0424,93477983,76268248,1880968,611151360
2020,11,苗栗縣,600214984,0.0325,90690887,61492370,2940214,445091513
2020,11,彰化縣,962370785,0.0522,209303578,173336770,42064002,537666435
2020,11,南投縣,230139644,0.0125,68728738,56032877,9316603,96061426
2020,11,雲林縣,485742426,0.0263,120925269,75701049,35688935,253427173
2020,11,嘉義縣,259336096,0.0141,83961908,47448967,24089108,103836113
2020,11,屏東縣,424071539,0.023,152134140,98633560,63971134,109332705
2020,11,台東縣,77252511,0.0042,33021813,31399935,2567728,10263035
2020,11,花蓮縣,204032718,0.0111,51641584,62326875,2271660,87792599
2020,11,基隆市,112209569,0.0061,52244934,42004116,6234,17954285
2020,11,新竹市,858648691,0.0465,84802211,101247896,799665,671798919
2020,11,嘉義市,102745947,0.0056,46615597,46879000,589942,8661408
2020,11,澎湖縣,39217655,0.0021,16543916,17827843,359643,4486253
2020,11,金門縣,26111121,0.0014,11176307,11401373,280397,3253044
2020,11,連江縣,6071978,0.0003,2359674,2959802,6114,746388
2020,10,新北市,1931205414,0.0971,889831748,527648269,2536560,511188837
2020,10,台北市,1416896549,0.0712,564603228,798862688,1395216,52035417
2020,10,桃園市,2642714392,0.1328,533002822,380356614,5001622,1724353334
2020,10,台中市,2907828099,0.1461,627913184,498569761,16113892,1765231262
2020,10,台南市,2587505240,0.13,405437294,282478596,39332116,1860257234
2020,10,高雄市,2588414218,0.1301,503281499,488668107,21389145,1575075467
2020,10,宜蘭縣,307923783,0.0155,96997404,71488933,6450028,132987418
2020,10,新竹縣,859336574,0.0432,137618266,87769231,1974284,631974793
2020,10,苗栗縣,619798196,0.0311,103011598,63520914,3154803,450110881
2020,10,彰化縣,1031555716,0.0518,252193811,187746387,48134068,543481450
2020,10,南投縣,263558384,0.0132,94090993,61265541,10088935,98112915
2020,10,雲林縣,509605130,0.0256,135117929,74652639,38429297,261405265
2020,10,嘉義縣,254152350,0.0128,85904380,48044923,26204310,93998737
2020,10,屏東縣,422325709,0.0212,148992410,101196130,65288966,106848203
2020,10,台東縣,93163081,0.0047,43540447,36387021,2523185,10712428
2020,10,花蓮縣,219100116,0.011,70807926,66254015,2390776,79647399
2020,10,基隆市,144478771,0.0073,79628805,46042393,14683,18792890
2020,10,新竹市,910260776,0.0457,100609378,105323390,981648,703346360
2020,10,嘉義市,112170213,0.0056,54525981,48207175,711046,8726011
2020,10,澎湖縣,42595999,0.0021,19168826,18365349,436744,4625080
2020,10,金門縣,27416955,0.0014,12692614,10861954,286537,3575850
2020,10,連江縣,6783221,0.0003,2576436,3521463,9688,675634
2020,9,新北市,2255281180,0.1069,1041353736,642459036,3045928,568422480
2020,9,台北市,1689536881,0.0801,680800675,940229635,1535698,66970873
2020,9,桃園市,2546388235,0.1207,499168200,428091043,5436549,1613692443
2020,9,台中市,3071764601,0.1456,700121874,569612031,16912708,1785117988
2020,9,台南市,2634189848,0.1248,422762414,302552280,43779279,1865095875
2020,9,高雄市,2763063309,0.1309,686964183,527521246,23549532,1525028348
2020,9,宜蘭縣,334788345,0.0159,104330491,87598518,8050595,134808741
2020,9,新竹縣,879775329,0.0417,137907029,93589219,2680456,645598625
2020,9,苗栗縣,653142753,0.0309,133050762,74028885,3523366,442539740
2020,9,彰化縣,1075361319,0.051,269360794,195570896,54772417,555657212
2020,9,南投縣,256418732,0.0122,78293660,63057123,9887988,105179961
2020,9,雲林縣,541505336,0.0257,148671182,87849940,44449311,260534903
2020,9,嘉義縣,282705771,0.0134,101606320,54244631,28788068,98066752
2020,9,屏東縣,470503515,0.0223,176044286,111335307,69926876,113197046
2020,9,台東縣,96289717,0.0046,42410566,40912779,2793090,10173282
2020,9,花蓮縣,220512434,0.0104,71970147,75650025,2955760,69936502
2020,9,基隆市,151926306,0.0072,77771672,53706222,10425,20437987
2020,9,新竹市,960098153,0.0455,130885509,120846826,1052779,707313039
2020,9,嘉義市,124471553,0.0059,58774441,56080487,658768,8957857
2020,9,澎湖縣,53398656,0.0025,23716538,24250951,511956,4919211
2020,9,金門縣,34621574,0.0016,15458559,14492246,354413,4316356
2020,9,連江縣,8365310,0.0004,3489752,4152422,12761,710375
2020,8,新北市,2146549391,0.1031,1022667676,576253281,2756959,544871475
2020,8,台北市,1607541328,0.0772,647375629,902405551,1667674,56092474
2020,8,桃園市,2654414215,0.1275,606656374,424962600,5514710,1617280531
2020,8,台中市,3020694361,0.145,672106347,516269575,16369870,1815948569
2020,8,台南市,2664155102,0.1279,443822753,288288237,40038083,1892006029
2020,8,高雄市,2605655256,0.1251,552150663,498468599,21248787,1533787207
2020,8,宜蘭縣,342791092,0.0165,109654762,80725287,7447010,144964033
2020,8,新竹縣,914502754,0.0439,153283821,95800140,2350011,663068782
2020,8,苗栗縣,641269529,0.0308,115878892,69600975,3401098,452388564
2020,8,彰化縣,1053972439,0.0506,269874651,192214294,50751940,541131554
2020,8,南投縣,273627857,0.0131,97851252,62909649,9346166,103520790
2020,8,雲林縣,525271506,0.0252,145313761,78050755,40557166,261349824
2020,8,嘉義縣,263761862,0.0127,92213181,49341851,26879871,95326959
2020,8,屏東縣,443368756,0.0213,166261784,102811501,65563970,108731501
2020,8,台東縣,102532603,0.0049,48705237,40350265,2783910,10693191
2020,8,花蓮縣,230728072,0.0111,78977103,72466452,2813930,76470587
2020,8,基隆市,160973047,0.0077,88663104,51504567,16990,20788386
2020,8,新竹市,973346067,0.0467,114361708,117601749,1047920,740334690
2020,8,嘉義市,119820624,0.0058,60147978,50527056,696860,8448730
2020,8,澎湖縣,44894891,0.0022,19497092,20077904,466871,4853024
2020,8,金門縣,29204037,0.0014,12564660,12132575,311450,4195352
2020,8,連江縣,7610397,0.0004,2753940,4032621,10336,813500
2020,7,新北市,2150896741,0.103,942896546,635751458,2883912,569364825
2020,7,台北市,1656312676,0.0793,616958564,969311390,1672812,68369910
2020,7,桃園市,2494385786,0.1195,444560215,434052774,5456049,1610316748
2020,7,台中市,3050761712,0.1461,647324929,558105739,16549856,1828781188
2020,7,台南市,2661078964,0.1275,423850782,303911301,43446022,1889870859
2020,7,高雄市,2728924094,0.1307,700504491,536485810,23479928,1468453865
2020,7,宜蘭縣,331928647,0.0159,92251681,87119097,8553856,144004013
2020,7,新竹縣,894180419,0.0428,120029707,94284724,2674781,677191207
2020,7,苗栗縣,646856184,0.031,119411684,73871227,3875927,449697346
2020,7,彰化縣,1042540371,0.0499,249787732,192903519,54313878,545535242
2020,7,南投縣,253276002,0.0121,76492866,61833478,10782259,104167399
2020,7,雲林縣,538151987,0.0258,143175010,87254554,45057289,262665134
2020,7,嘉義縣,282313304,0.0135,98166028,53575299,29501902,101070075
2020,7,屏東縣,485472425,0.0233,182281902,113587905,74673712,114928906
2020,7,台東縣,95246068,0.0046,39968795,41075051,3123767,11078455
2020,7,花蓮縣,225052852,0.0108,64617473,75927892,3029864,81477623
2020,7,基隆市,142988080,0.0068,67627164,53973707,12033,21375176
2020,7,新竹市,983411445,0.0471,116489543,124491318,1091010,741339574
2020,7,嘉義市,123560613,0.0059,58156431,55990754,728707,8684721
2020,7,澎湖縣,48841344,0.0023,20837414,22578120,488414,4937396
2020,7,金門縣,31308910,0.0015,12951234,13570645,358925,4428106
2020,7,連江縣,7980585,0.0004,3145075,4024018,13041,798451
2020,6,新北市,1758844195,0.0947,728250353,524388893,2367793,503837156
2020,6,台北市,1351108972,0.0727,462474398,836254965,1536386,50843223
2020,6,桃園市,2330464383,0.1254,445310658,386456227,4683283,1494014215
2020,6,台中市,2750821746,0.1481,531068219,484504996,15404725,1719843805
2020,6,台南市,2440387980,0.1314,360532790,280416344,37505019,1761933827
2020,6,高雄市,2424178157,0.1305,456344483,490231051,20845625,1456756998
2020,6,宜蘭縣,291255507,0.0157,79553179,69969637,6846268,134886423
2020,6,新竹縣,839435410,0.0452,111648658,86860144,1989786,638936822
2020,6,苗栗縣,572121538,0.0308,84476294,62811180,3158639,421675425
2020,6,彰化縣,930230995,0.0501,215473194,182974127,45148155,486635519
2020,6,南投縣,250540790,0.0135,86494484,58790499,8662813,96592995
2020,6,雲林縣,481252454,0.0259,127289434,71720139,38283263,243959618
2020,6,嘉義縣,240935759,0.013,80400451,46909906,25816215,87809187
2020,6,屏東縣,422318760,0.0227,149550854,101553239,65699431,105515236
2020,6,台東縣,86516177,0.0047,38389698,34924283,2555521,10646675
2020,6,花蓮縣,209399210,0.0113,59361265,65406828,2268550,82362567
2020,6,基隆市,130559940,0.007,63909887,46912594,11647,19725812
2020,6,新竹市,896128064,0.0482,82452794,110376494,906448,702392328
2020,6,嘉義市,104604698,0.0056,48177569,47649211,644776,8133142
2020,6,澎湖縣,36172710,0.0019,14965945,16430960,403923,4371882
2020,6,金門縣,24048704,0.0013,8982875,10688198,268210,4109421
2020,6,連江縣,5882413,0.0003,1961884,3226928,8840,684761
2020,5,新北市,1597783545,0.0907,612966618,486060765,2306523,496449639
2020,5,台北市,1223979979,0.0695,398132374,769519607,1439011,54888987
2020,5,桃園市,2147381475,0.1219,321047038,340944382,3969040,1481421015
2020,5,台中市,2643905951,0.15,444598310,451191348,14605380,1733510913
2020,5,台南市,2333205440,0.1324,290415507,252908516,33791667,1756089750
2020,5,高雄市,2447605869,0.1389,478162772,460782721,20915220,1487745156
2020,5,宜蘭縣,270089067,0.0153,64440266,65516944,5905613,134226244
2020,5,新竹縣,794786378,0.0451,83761089,73188716,1900447,635936126
2020,5,苗栗縣,579704562,0.0329,78808652,58755738,2616259,439523913
2020,5,彰化縣,865757294,0.0491,183143753,164615604,38722369,479275568
2020,5,南投縣,217656668,0.0124,61541764,50383834,8897800,96833270
2020,5,雲林縣,457260137,0.0259,109169371,71097904,33747446,243245416
2020,5,嘉義縣,226960577,0.0129,72663621,45604106,23458632,85234218
2020,5,屏東縣,398916152,0.0226,134906698,94996430,64246347,104766677
2020,5,台東縣,71517525,0.0041,29271175,30231528,2322369,9692453
2020,5,花蓮縣,195129951,0.0111,46691646,59526186,2065710,86846409
2020,5,基隆市,108236200,0.0061,47551181,41546231,8922,19129866
2020,5,新竹市,884152227,0.0502,75783408,101072252,835181,706461386
2020,5,嘉義市,93182364,0.0053,39734499,44895886,570421,7981558
2020,5,澎湖縣,35618412,0.002,14205535,16612594,360525,4439758
2020,5,金門縣,24240610,0.0014,9999153,10248763,269437,3723257
2020,5,連江縣,5905399,0.0003,2431346,2772658,5899,695496
2020,4,新北市,1465677061,0.0893,583412684,410926574,2149325,469188478
2020,4,台北市,1045306422,0.0637,357907072,643542166,1120700,42736484
2020,4,桃園市,2124239208,0.1294,372936424,305185286,3870499,1442246999
2020,4,台中市,2457795348,0.1497,417699550,392546022,13227146,1634322630
2020,4,台南市,2193709978,0.1336,273423119,225747855,32284842,1662254162
2020,4,高雄市,2241572836,0.1366,340146557,409407566,20625248,1471393465
2020,4,宜蘭縣,244557550,0.0149,66340101,55457885,5334777,117424787
2020,4,新竹縣,744766889,0.0454,91282825,68457147,1567068,583459849
